ID ing. Serial |ID msj   |Serial|Estado|Cod. Operacion|NMU|Cod. Deposito|Errores |Fecha Modifi.|Usuario |
21361436|47995722|101891000043599|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361437|47995722|101891000043600|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361438|47995722|101891000043601|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361439|47995722|101891000043602|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361440|47995722|101891000043603|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361441|47995722|101891000043604|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361442|47995722|101891000043605|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361443|47995722|101891000043606|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361444|47995722|101891000043607|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361445|47995722|101891000043608|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361446|47995722|101891000043609|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361447|47995722|101891000043610|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361448|47995722|101891000043611|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361449|47995722|101891000043612|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361450|47995722|101891000043613|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361451|47995722|101891000043614|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361452|47995722|101891000043615|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361453|47995722|101891000043616|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361454|47995722|101891000043617|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361455|47995722|101891000043618|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361456|47995722|101891000043619|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361457|47995722|101891000043620|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361458|47995722|101891000043621|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361459|47995722|101891000043622|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361460|47995722|101891000043623|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361461|47995722|101891000043624|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361462|47995722|101891000043625|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361463|47995722|101891000043626|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361464|47995722|101891000043627|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361465|47995722|101891000043628|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361466|47995722|101891000043629|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361467|47995722|101891000043630|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361468|47995722|101891000043631|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361469|47995722|101891000043632|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361470|47995722|101891000043633|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361471|47995722|101891000043634|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361472|47995722|101891000043635|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361473|47995722|101891000043636|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361474|47995722|101891000043637|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361475|47995722|101891000043638|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361476|47995722|101891000043639|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361477|47995722|101891000043640|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361478|47995722|101891000043641|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361479|47995722|101891000043642|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361480|47995722|101891000043643|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361481|47995722|101891000043644|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361482|47995722|101891000043645|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361483|47995722|101891000043646|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361484|47995722|101891000043647|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361485|47995722|101891000043648|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361486|47995722|101891000043649|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361487|47995722|101891000043650|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361488|47995722|101891000043651|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361489|47995722|101891000043652|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361490|47995722|101891000043653|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361491|47995722|101891000043654|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361492|47995722|101891000043655|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361493|47995722|101891000043656|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361494|47995722|101891000043657|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361495|47995722|101891000043658|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361496|47995722|101891000043659|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361497|47995722|101891000043660|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361498|47995722|101891000043661|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361499|47995722|101891000043662|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361500|47995722|101891000043663|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361501|47995722|101891000043664|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361502|47995722|101891000043665|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361503|47995722|101891000043666|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361504|47995722|101891000043667|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361505|47995722|101891000043668|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361506|47995722|101891000043669|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361507|47995722|101891000043670|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361508|47995722|101891000043671|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361509|47995722|101891000043672|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361510|47995722|101891000043673|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361511|47995722|101891000043674|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361512|47995722|101891000043675|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361513|47995722|101891000043676|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361514|47995722|101891000043677|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361515|47995722|101891000043678|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361516|47995722|101891000043679|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361517|47995722|101891000043680|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361518|47995722|101891000043681|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361519|47995722|101891000043682|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361520|47995722|101891000043683|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361521|47995722|101891000043684|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361522|47995722|101891000043685|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361523|47995722|101891000043686|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361524|47995722|101891000043687|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361525|47995722|101891000043688|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361526|47995722|101891000043689|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361527|47995722|101891000043690|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361528|47995722|101891000043691|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361529|47995722|101891000043692|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361530|47995722|101891000043693|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361531|47995722|101891000043694|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361532|47995722|101891000043695|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361533|47995722|101891000043696|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361534|47995722|101891000043697|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361535|47995722|101891000043698|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
21361536|47995722|101891000043699|Cerrado|ING|PSG911PGN|CA0140001||20/01/2023 04:56:09 p.m.|SISTEMA EXTERNO|
